S1,S2,S3,S4,S5,S6,S9,S10,S11,S12,S13,S14
96.0691,25.675,42.14274,21.2959,31.25,3.95247,99.78155648,21.30082724,36.60385221,21.98278221,31.09422667,4.97959313
102.89597,26.0898,41.01237,24.54174,39.0525,3.55163,98.40187465,21.9405892,36.82779225,24.56972538,36.60170827,4.97959313
81.18627,13.542,11.6429,49.83747,10.7434,8.922,82.80111204,18.84259317,20.27286625,40.77923694,18.65225654,7.736834492
71.4368,14.342,11.3831,40.83747,10.5036,8.7229,77.70791133,18.84259317,20.27286625,34.41997308,19.23174191,7.736834492
50.38747,18.3483,10.0994,45.4167,30.8833,14.5333,72.38700318,18.84259317,20.27286625,34.70342165,22.16967693,7.736834492
75.99663,12.138,13.8871,24.7177,30.25,5.6525,75.10889481,17.9906189,18.41405281,28.07528421,25.85877256,7.736834492
68.2159,12.2698,12.9119,36.294,31.3351,4.2515,75.10889481,17.9906189,19.38169201,27.10898469,25.85877256,5.759775142
74.4571,13.7015,20.08575,21.4745,21.4599,5.9536,73.12021772,16.1675063,24.31322352,21.62024059,20.06472538,7.176979452
66.65503,15.1532,40.2345,15.85018,14.6528,10.6526,75.10889481,17.9906189,25.97261764,21.62024059,20.87821411,9.159420929
72.6426,16.3092,37.7481,9.1884,12.3092,18.0534,75.10889481,18.76327033,27.96034808,19.1244032,19.09508475,6.769931004
57.7338,16.16665,35.57666,9.48859,15.1997,15.96594,67.25774336,17.3179498,26.73992815,18.46704523,18.46750976,5.729976614
66.9788,18.78832,30.90787,22.63458,8.9113,4.16408,76.16948149,17.84752164,25.81815181,17.21889015,17.72074789,5.141194652
88.2818,20.6014,24.85864,21.6174,11.9778,13.72,99.72881566,21.14864454,33.86023707,20.2784619,16.95508084,7.331063702
119.64667,21.2241,34.12408,18.47853,60.3008,15.26995,106.7530723,22.02624502,41.15299756,22.27269755,49.68160154,8.505608193
93.66557,14.88,31.72759,34.0354,24.8832,13.81756,97.89592506,20.39836976,33.34127793,25.58284054,22.88732965,8.010210893
90.9297,12.12,11.88448,22.59008,42.5807,11.60247,87.72392946,18.45974732,17.31467045,19.83896419,19.96393802,9.277772946
86.9645,9.7,10.96807,31.00071,32.0761,2.29353,70.78599313,16.65830839,17.17596156,23.75236109,19.65995446,12.57468858
85.41023,9.7,9.90364,23.3703,32.0761,1.95305,69.62880411,16.65830839,13.07225956,24.88698313,19.20177982,12.96928713
77.10047,10.3588,10.25575,35.37168,23.1356,8.74253,63.65781507,16.65830839,13.07225956,25.39331284,18.39105218,12.84485095
72.3394,18.62629,10.94865,23.11174,15.3231,8.9385,60.04752865,16.2728994,12.61236235,24.1629169,15.74114265,13.01302951
71.96393,9.89752,15.61468,39.1483,10.96734,20.2464,67.27370135,16.25195704,14.32288854,25.05154471,17.71971867,12.97762825
65.28713,8.28013,6.55816,26.17159,10.45235,32.2494,66.96496448,15.71026547,14.6578171,22.08345465,17.48447591,16.14569997
56.4896,13.96377,7.46291,23.48096,11.13953,23.96864,59.81151584,13.62135847,9.442592395,22.23701181,15.25101427,12.79392408
42.07553,8.94803,2.77433,14.43218,12.3,16.5,43.49138811,13.09937192,7.65724315,17.63225876,13.27451221,11.63668732
46.83057,3.33415,2.03634,10.27966,13.94,24.05,44.51738344,12.97124206,7.65724315,15.27534489,13.74327667,11.68385134
52.8245,7.70219,4.7399,6.17677,8.6663,40.7489,50.1541088,12.91941701,8.652536866,17.96208149,14.41336972,13.96386211
52.151,14.10002,8.6957,5.30165,9.5652,26.9565,50.61078307,12.91941701,8.647370845,17.28631969,12.80445224,16.31165939
78.43573,18.04871,13.913,7.3452,14.3304,39.6,74.20079914,17.47562449,14.32035941,16.11133755,18.85986144,18.48366057
68.80785,10.13364,16.80638,23.79399,16.32099,6.52483,76.93576026,16.03801314,27.0909182,18.35368612,18.92182909,4.199278104
78.76308,8.38877,44.08,16.21289,14.82,4.338,70.59610628,15.44738383,30.52567488,15.85780474,17.50599643,4.568883248
92.76437,11.94771,39.388,14.49129,22.6481,3.36902,85.29958371,18.19515464,38.45714264,24.23112138,26.53176673,3.130404454
92.07777,21.11873,42.22644,36.21768,27.795,5.89412,91.51972967,20.07120342,37.95655728,26.6856198,33.80502683,5.665720412
76.04512,26.15255,29.6231,24.77449,24.47886,3.07098,82.59010429,18.9364527,34.37964756,23.49025356,26.12306491,3.83892479
63.28283,22.55347,17.748,29.72316,15.486,3.84452,62.79788487,17.06138397,27.0771232,19.43676995,18.9021865,3.311078385
50.54307,9.38023,6.296,20.35698,12.936,3.91909,44.09829766,13.38797215,10.80951909,21.02781493,13.42470021,6.853857214
47.25085,14.40014,9.672,14.2663,12.152,2.23272,43.40277095,14.09026219,12.59334372,15.7343615,13.37176474,5.631072138
43.9614,12.85549,7.07054,12.54542,10.1653,6.1376,40.96185312,13.38944537,11.16433629,15.24041695,13.2052905,6.182225697
85.97005,41.9544,38.59031,16.22458,21.74641,6.49188,80.22817994,24.53824655,35.23526086,22.42413541,20.75701214,15.09078128
64.29205,35.71974,34.14646,18.72827,19.7166,4.90453,73.96990475,19.07479414,28.61355741,19.66510044,17.96193615,8.394945898
51.4798,20.07547,17.73704,10.12159,15.2377,12.74058,49.19524068,17.31874204,24.13713956,12.23155553,14.45749088,6.197508063
41.5685,16.17718,15.26863,4.58205,13.76278,12.89085,38.22889692,16.7709071,18.05083064,12.40662489,13.12839029,6.299488025
35.63333,13.63216,11.76075,3.24228,6.70594,6.71253,28.32113936,14.62317951,12.4654141,13.39103823,11.84958303,5.172796379
36.34012,9.78326,18.54176,9.51132,10.17922,7.17922,27.85852093,12.78496903,12.92816824,13.78531664,9.538322699,5.956931302
41.16428,7.05508,15.2397,6.77529,13.3094,0.98335,27.38621468,11.67724054,12.22499095,14.16508766,9.537715961,5.956931302
35.81003,9.58693,14.2552,12.46237,16.8545,1.14847,26.83406003,11.56689743,8.295707655,17.31107717,9.484439429,6.446667013
51.08187,9.76832,13.21511,14.98103,8.05653,0.39506,29.63578472,9.153758975,8.641174573,16.99863135,8.874697614,9.008151685
48.48942,5.62389,24.92574,4.19419,25.0011,3.42851,36.84093834,11.07176643,10.15454314,13.72523607,11.86099975,8.894216389
45.1336,10.29627,12.15556,18.73244,12.54934,5.44184,40.20322498,10.22302222,10.35918147,16.17526042,11.86099975,8.258591316
54.53358,10.13036,17.09764,20.61088,15.4286,15.2472,47.32499537,9.998751665,12.78169512,20.91934685,13.79391588,16.89058133
59.61773,26.89609,21.23,31.22665,12.3264,16.5574,61.19219293,16.58128068,18.21291737,25.96220781,13.27914814,20.93375733
55.3665,15.81752,24.71726,12.10747,15.2996,7.18146,50.99708869,14.37851101,10.54222767,18.9744331,13.99483348,19.92892456
40.19883,10.23976,21.1591,7.5795,18.1364,2.61545,40.89844093,13.52914063,12.65532603,20.9614639,11.53984832,13.21243736
30.23938,8.41417,14.91123,6.52215,7.9537,3.48133,29.18727743,13.20089626,8.947195517,15.14577193,10.69748399,7.53172177
20.6015,6.83818,7.04883,3.96317,5.23391,2.3894,18.26709788,10.91856868,4.450288541,12.80445085,7.899374731,5.438548265
21.2849,3.82099,4.69,0.90063,4.29,2.84322,10.26566793,9.13812299,2.636895457,7.560903775,6.484927645,3.579505295
19.69135,4.07549,4.5922,2.41473,4.1602,2.21049,11.69899039,9.855699816,2.763477887,7.866682019,7.515003214,4.076735696
21.28463,4.96475,3.82107,2.72409,4.21036,1.93062,11.42986925,11.80992825,3.612806098,8.560695675,6.566795531,4.263531336
21.92107,2.23684,1.84406,3.24671,3.88692,0.98309,11.45394048,9.956110866,2.763477887,8.513095771,6.713841061,3.522037539
31.68753,7.68671,2.10071,3.77573,5.70548,4.37451,15.76270457,11.10114704,3.610540355,10.91541786,7.674398543,5.414746073
29.14432,6.72732,10.2714,12.91478,3.05786,2.83263,15.87218179,11.57816526,5.125885057,12.69948018,8.339283454,5.414746073
38.1882,9.1588,7.2816,8.18196,3.00497,1.59245,18.47021852,11.25530024,5.416247115,14.57521862,8.63486701,5.67114456
35.37137,4.13708,6.30063,4.39539,4.96118,1.681,24.17407263,10.19729966,6.88931852,16.33555856,10.12613029,5.776505494
35.33297,5.81101,3.88862,12.67214,6.09186,2.53154,26.94756147,10.02034489,6.88931852,16.31692168,10.46148419,7.608412523
33.26237,3.90483,3.7017,23.58402,5.72407,1.82662,27.14384852,9.891210273,6.88931852,17.05371529,10.46148419,7.608412523
35.4741,4.59824,3.71019,17.65579,9.88963,1.39162,24.18914628,9.564532289,6.696869283,16.75074415,10.64865285,7.525752144
32.10907,1.92492,7.48573,22.67203,12.41631,0.93175,26.14485478,9.891210273,6.69535663,18.31635189,9.87089567,8.73091359
41.96187,2.72194,8.08,18.18,9.6598,3.03,31.19125028,11.92968988,7.457490447,20.71695344,9.71280142,9.866371422
34.85637,5.08426,9.90469,18.6636,11.41027,2.52672,32.70712837,14.36535172,7.457490447,20.71695344,9.489078464,11.55293511
41.30053,4.75848,6.03761,23.19834,7.33733,1.74674,32.70712837,10.84851393,7.452324425,18.89852003,9.349876825,11.55293511
35.93887,3.64325,4.6837,21.7619,7.8145,3.03747,32.07220811,8.376615012,7.10401686,19.06938735,9.349876825,11.55293511
43.50037,4.56717,4.22459,20.84297,6.13082,1.33518,30.87045646,10.85829675,7.241573775,18.60704752,8.567276713,12.5755983
30.26042,12.33733,6.09599,16.91771,7.7161,1.39951,29.25445616,9.99572434,7.241573775,18.60704752,8.567276713,12.5755983
36.06215,9.21735,11.93236,14.01562,6.41322,2.52395,22.83653672,13.24644785,8.65392851,19.00323427,9.061145353,12.40152628
29.97795,17.98986,17.1306,6.14986,5.87923,1.65247,20.43272945,13.06761606,7.708147899,20.43600248,9.723771643,13.6404807
51.75955,12.59823,20.70989,2.99229,28.85511,10.24558,26.85356815,17.83047258,15.67891678,18.28412231,11.18968408,11.56674611
45.55163,12.6836,19.68435,1.83771,7.08,2.36,27.49444401,15.07902745,19.98851585,17.12478405,10.99604202,15.28424823
27.2303,9.1455,8.24,2.34824,15.77825,1.55986,18.61011678,9.869100063,7.705287677,16.01476058,9.36747905,7.615145209
16.53707,3.59765,4.23765,2.41003,2.05085,1.29717,7.669273641,8.895676952,3.575273748,7.056336789,5.592961579,2.991184722
12.40753,4.24379,2.64362,1.49571,4.36979,1.66717,4.801358167,5.110813018,2.70881879,4.068329102,4.562914838,2.15403355
16.95703,4.54428,2.0654,2.86186,4.65441,1.95312,7.284733664,9.040022897,2.791540154,6.347310307,5.654782436,1.909009399
23.53927,6.15614,2.60551,1.04012,4.84068,1.33843,10.19108615,10.01758671,4.295705707,8.513095771,7.046607935,3.606459833
27.88507,9.02386,5.63697,3.92671,3.61716,2.08132,17.5750846,10.73208124,5.811790287,11.27929954,8.347760411,5.197473741
35.80097,7.89199,11.05085,3.49362,5.45343,2.01929,20.08563406,10.20547895,8.777556812,12.36446674,8.885551277,5.559233161
48.6976,12.52384,19.76662,12.17101,8.75788,1.77274,26.74865096,13.15789637,11.93377649,14.13737149,10.00520004,8.614833601
54.9474,13.24308,32.94973,9.56537,12.17222,22.00267,41.33767092,14.55697213,16.77270511,18.55726961,12.28845784,10.57111947
50.10767,11.98401,4.68482,27.18053,6.1351,14.01854,39.89683056,12.0575656,12.05064946,21.34784545,10.4052688,19.77557208
62.4303,13.38805,3.93267,23.17816,7.58717,3.44871,41.71100094,12.02082949,7.678202999,25.56555671,10.1973543,20.02200545
61.20423,8.62145,5.28731,26.00889,12.43751,3.43737,45.41943048,12.01501257,8.129909798,26.67628387,11.45296469,19.11797593
59.28907,9.04046,5.45251,21.58771,13.05246,7.48341,43.67319612,11.95102278,6.4830534,25.86691075,10.77066503,20.14327778
60.15147,6.3391,6.55856,36.18718,12.86958,15.49698,54.56022087,9.879452284,10.81651769,31.30490971,11.41172895,24.00466007
69.37027,6.91098,6.31507,29.42727,9.29219,19.58758,53.35010177,11.92147402,9.512079424,31.85685122,11.43987486,26.06837597
67.95843,7.7157,13.03772,35.08458,12.213,15.93,60.86301129,11.82059143,10.45761222,33.36467781,12.82215596,26.05686246
71.6475,7.54023,5.96102,31.82552,13.23077,15.47338,58.48973889,11.70006435,10.04196185,33.97853927,12.86679223,26.05686246
74.2606,9.12176,5.34417,38.90061,13.09039,8.15604,64.90295579,11.43630429,14.07322401,32.57598946,11.91364126,26.04287253
75.35363,8.35023,7.32844,30.30663,12.99949,18.02081,62.40032868,10.92491983,13.46483027,34.08873135,11.83905296,26.61164116
78.71133,8.37655,32.05289,11.7613,12.80464,27.74392,68.41724659,12.79969931,16.18235678,31.13842279,13.37477541,29.46740707
85.1608,14.97991,48.23311,6.56933,11.81214,22.53459,68.00031137,13.56521007,19.30735256,30.81183587,13.58780541,29.40535141
81.0519,12.14099,38.484,23.51798,13.197,7.26025,63.43804522,14.1114773,20.89728559,29.51797674,12.18022246,26.72926785
93.50927,20.49737,36.4191,24.6275,15.97935,16.01096,71.44053744,21.40736099,32.76728611,29.24441379,17.17182633,25.35005482
101.49467,17.72093,41.32639,27.01914,12.90331,32.45949,85.38604383,20.67728808,37.96672423,25.55960691,16.4478547,29.26938404
53.9116,15.45411,43.70108,19.11564,13.38371,11.61197,68.06158645,16.46852913,27.6912585,17.15106522,14.52517476,16.72117147
52.95873,16.03288,29.50949,9.53442,15.29594,43.46077,57.40392989,13.39655873,22.72328396,15.79538264,14.02544168,21.91665146
58.3336,13.61717,42.82761,8.71871,16.89412,27.56864,61.28362978,14.13012768,29.12822221,15.30906312,13.95923322,21.63573764
75.87503,9.90393,41.88949,16.27093,19.08292,34.40244,78.1834908,13.9110496,39.40076104,20.19066716,22.00637596,26.96379335
83.5823,7.64864,45.68584,22.72355,24.97063,24.44041,78.56288147,12.87425178,37.36320307,20.19066716,22.20897479,25.01636712
71.6334,6.99043,46.63979,21.03268,12.61478,19.76964,64.62648076,13.24983634,29.26870472,18.78695376,15.19330969,21.1175882
73.09017,6.47728,9.22362,29.56563,16.53768,28.01514,63.66636508,14.22270485,19.38468533,22.06914149,13.73444897,21.64432392
79.68783,3.76313,10.49149,49.0176,23.65599,40.81821,76.76569676,14.50105309,21.82575972,28.11856336,18.40491022,20.08754157
86.56717,3.94898,8.68627,40.1312,20.34762,18.96412,72.96777986,16.56397109,17.54201346,27.1968023,18.40491022,18.67566639
83.473,7.27715,11.31183,49.34584,25.3345,14.99277,74.57288306,13.32298664,17.54201346,28.93743785,18.57483217,20.08754157
81.74633,7.99555,10.83661,42.72665,15.08779,23.37666,73.77505342,14.45967784,16.91654926,28.0156768,18.57483217,18.67566639
84.62333,6.42489,9.41819,39.27646,18.58541,14.99615,71.06303676,10.37585778,16.12846598,27.8510838,16.88109098,18.67566639
87.64223,5.742033,7.15539,34.37315,17.77315,13.45669,75.54462378,9.636224358,16.12846598,28.40191683,16.88109098,20.08754157
84.00487,3.692993,8.58498,46.52937,18.64238,20.14439,81.96711011,10.34550849,21.00060069,34.21870172,18.93295071,21.46674769
68.06723,3.28701,9.01857,35.58306,16.24289,16.72425,63.57253246,10.22856117,13.92222401,24.63237245,16.21705434,16.29532475
60.7905,5.403662,13.00078,29.06215,10.92523,9.98971,50.93669245,9.313785747,10.18956786,25.54230841,11.99614883,19.36999628
61.2527,4.53725,9.95587,31.40637,11.26085,9.95869,44.65214053,7.635689244,10.7560363,20.92709653,10.36727625,19.0795265
63.58197,4.818931,4.06991,20.77789,12.66259,9.70108,44.65214053,7.635689244,11.25770265,18.33289694,10.32301293,20.30801698
65.02087,6.50085,11.73164,5.43455,11.39227,29.48202,50.77704851,9.744066372,17.7136938,20.72725269,12.04976529,21.05132329
55.36653,6.567293,14.4041,9.73588,8.82036,14.46684,42.79131654,12.98876153,16.91316117,16.32755434,12.57187754,15.88955149
48.31673,7.845665,16.43225,5.05079,7.85209,4.28288,33.4288918,11.44202537,16.06540013,12.96438653,11.06765224,8.963753611
41.43113,5.840311,18.47106,3.17854,12.32347,2.32027,31.10953166,11.54283882,15.99651191,13.23367454,10.00520004,8.734708203
42.07077,5.45821,20.81574,2.10689,14.29813,0.94999,30.71736564,10.45319949,13.29429949,15.65157222,10.58621405,7.685333072
44.21073,6.118992,20.10382,7.48092,9.52918,4.48672,34.21336226,12.8452569,16.06540013,13.40983061,12.14253489,8.963753611
40.8337,7.59209,20.17871,5.24047,12.15548,7.9683,31.36513979,12.39572596,15.69158822,12.58353705,11.41790758,9.688339468
39.11897,4.391966,20.40864,3.33035,9.52489,2.91395,31.10953166,9.69735745,14.72816793,14.77778197,9.511331396,7.685333072
41.64327,6.4046,20.44522,2.11151,8.63944,6.41032,31.10953166,10.05669936,15.55037245,12.75569982,9.511331396,8.614833601
42.63423,4.7824,20.1723,2.75815,14.62857,6.31595,31.10953166,10.2518516,16.28616894,13.23367454,9.511331396,8.734708203
43.9078,7.86271,9.08111,10.94083,10.02793,3.23008,31.10953166,11.13481307,14.84279901,13.69321516,10.04946336,8.734708203
52.35997,9.97574,22.58407,14.30717,12.16157,3.8623,34.60552828,12.10567881,13.4388579,15.47853492,11.11191557,9.742088033
59.71433,8.14296,26.23126,19.27822,10.6633,2.94323,39.47888423,12.90045156,16.24400426,16.70178305,11.11191557,11.32371563
63.9904,9.49095,9.68901,30.0966,9.36042,3.65819,47.82389289,14.67662842,19.1594323,21.41202447,11.64327081,14.1255602
63.7167,5.86249,10.31977,36.5061,8.37873,1.453,47.91699841,13.06883265,17.50592417,22.03255809,12.4896152,13.273391
61.1964,6.17681,7.01311,42.98072,9.13019,3.29969,49.64308855,12.00529337,15.96084654,24.07862487,12.58749498,15.96908793
54.08913,5.75406,8.15715,48.27026,6.47932,4.25173,49.64899021,12.00529337,15.92223303,24.25347476,12.58749498,18.05954112
51.72317,7.79445,6.35673,51.50968,8.79522,5.69906,47.92290007,12.00529337,11.46212497,25.7705903,12.06730413,18.33969064
54.79257,12.24901,5.97251,48.59539,9.6957,27.76393,54.81532141,12.98798977,11.78698279,30.26459496,12.16518391,21.77932044
52.88117,5.50719,5.34589,56.92849,8.1349,30.82586,60.6474152,11.17578639,12.72976627,34.59738106,14.03275027,24.7707741
49.3383,6.35648,5.31931,49.57701,6.58517,39.58526,53.66486605,12.92399794,13.68792327,33.41531105,14.51932931,28.15475964
56.03623,7.35134,4.59484,43.04889,8.0267,46.41291,60.13920352,15.02387228,15.55482593,39.34984415,13.59682369,30.02144677
46.68907,10.00534,37.20202,7.85677,9.37137,18.31833,45.72954463,15.02020338,24.813204,31.9845467,12.61829214,20.55784786
24.7401,8.28265,20.07223,1.9157,5.39375,2.69713,30.92534053,10.74898951,13.23723506,16.91674109,10.14159186,10.45797879
21.569,4.97576,17.37159,1.36154,5.47472,4.02832,18.00075933,7.974659599,11.69451121,10.08111068,10.53015802,6.435764629
14.4174,5.38242,12.34538,1.10714,5.07875,0.89671,9.517277665,7.980980101,6.334919141,7.159020815,7.393983285,5.219402723
13.26163,7.11271,12.44056,0.64342,3.81685,0.18992,7.385312919,7.881437787,6.528327477,5.486654367,5.780771558,2.785540867
10.3381,5.04184,6.0542,2.4353,4.70075,0.66136,6.00777763,5.977045199,5.246567605,4.760966571,5.219781166,2.319200658
12.37783,3.65905,5.99142,3.55252,6.20626,0.77126,6.789810161,5.87536403,5.132148829,4.908880191,5.62131009,2.223712518
13.8195,2.74776,6.28906,3.31292,4.71832,1.20187,7.564197898,5.87536403,5.132148829,5.096887904,5.727285488,2.223712518
24.74133,8.49366,6.28159,3.88624,5.82271,0.75199,15.33089608,8.266491139,7.971076585,7.032311726,7.664222865,5.34556392
27.73077,6.91592,13.46732,6.35947,7.0413,2.61727,19.69879356,7.50531342,12.37312278,10.16954796,9.251066239,6.34027649
48.4574,9.47331,7.09453,4.57781,9.62004,18.35129,34.45015284,9.914489157,11.20329486,15.49467326,10.38728825,10.56010286
45.45367,8.62438,13.3702,6.44951,8.65355,37.11413,49.60731992,7.524948901,10.41579361,22.81013412,11.52411998,23.32275079
60.48267,4.80799,12.89988,15.07701,8.35986,41.1754,55.3917652,8.407809992,11.38869682,24.75966002,12.25138666,23.42867081
53.2183,2.49692,5.80185,37.78301,9.48309,16.56085,52.45907767,8.325868831,9.230379786,24.580984,13.23195388,22.92306271
44.8982,4.63237,3.8883,25.81916,10.82837,35.0647,49.25463121,7.522578317,7.285665244,24.81194491,11.46815907,29.02943206
40.7728,5.39308,5.6977,30.24157,8.6133,52.88419,55.82529671,7.501179517,10.39149961,27.8694646,13.23135005,34.99098092
49.12263,15.42741,29.14358,3.19259,9.10359,34.15827,65.74164167,14.41140068,23.66323796,20.95974913,13.51230694,28.94892763
51.78207,10.06088,23.80145,12.59106,7.59657,24.8294,60.8481686,12.9473615,22.0104764,26.75121026,12.41037047,28.73543181
30.30307,9.21526,15.5775,2.36345,9.11713,26.47312,41.87424924,12.15337323,18.45806242,17.49347148,10.54958963,19.17153426
27.9495,12.60588,16.93006,8.29298,7.55062,2.32228,33.24745754,11.1917387,15.45332767,12.51984175,9.577780141,6.012954902
17.55317,9.07076,15.27049,4.18863,4.82337,2.00703,15.70168805,11.03756653,16.88578038,8.924694741,9.533275557,6.35344336
18.9251,9.80574,11.43413,3.4399,4.76569,1.28367,14.01850718,10.834669,13.9766467,7.043800322,8.756318815,5.650292522
16.28463,8.54716,12.52872,1.81431,3.8615,2.60913,14.66748707,10.36805895,13.60503771,7.043800322,8.357561848,4.822518306
21.65061,11.06532,14.8568,7.49046,3.3798,1.6513,17.46588403,9.941228868,16.83084029,8.614726515,9.61947831,5.720471608
27.03519,3.8525,18.54435,11.70781,7.49976,1.27089,21.34150008,10.92276287,18.94550522,11.38889904,9.61947831,4.734333537
32.75458,3.29146,14.27926,12.89683,4.47364,2.77168,24.41567004,10.9139292,16.28294866,14.01173847,9.663982894,4.924671388
37.95344,2.94445,6.10283,33.95039,4.51462,5.149,36.23931861,10.51486954,15.81736064,17.99658308,10.51795387,6.935503336
45.45525,10.77296,3.70407,33.19484,7.7142,14.07868,43.79415472,13.91503118,16.51690464,21.72760985,12.20184094,10.88724831
49.83704,6.3107,4.90703,31.11209,7.94778,15.78935,45.64202331,12.24970028,14.43412033,25.89602201,10.66956345,14.44890301
51.40688,4.7148,5.4381,30.14252,7.83407,15.21328,45.64202331,12.24970028,14.43412033,26.08790696,10.66956345,14.87171825
50.47235,5.12931,1.94603,35.32295,5.84674,30.19809,45.0276259,10.66937433,9.266359854,26.6057749,10.66956345,20.87833661
47.90947,4.52685,4.87027,21.34471,4.83356,30.87164,45.49987364,9.054319375,7.072673969,26.0623112,10.49687159,23.00709213
46.93522,4.16095,2.15961,18.86128,5.34688,41.81716,46.97387132,10.02147801,2.761523849,27.3480149,10.49687159,27.6356246
49.37983,4.51849,3.75587,26.70937,9.0812,40.53652,54.06407408,9.47300158,6.242017161,27.87680781,11.92135963,31.46125016
50.72142,6.21234,8.18025,19.75657,14.62621,44.55574,53.37049907,7.871941544,8.241392111,21.7090763,13.42733945,35.20349355
44.64297,10.13474,39.87252,15.3537,9.99835,35.23477,63.76613867,17.12867773,40.753223,20.58912318,18.20157535,30.31388372
39.14886,9.49017,25.37813,9.78669,9.96646,29.99917,58.50276275,15.83013347,27.03119777,17.92361279,13.54184195,24.66210453
32.13749,10.56824,18.03717,10.12476,7.8481,16.97583,46.74453471,13.67716624,22.99928867,20.40228579,12.04559328,25.07090899
49.6786,8.297,19.9101,7.70644,5.14576,5.91717,41.09328625,11.87420953,21.27649447,11.74895154,11.58040607,7.316718892
44.97227,8.81033,18.22583,1.809195,4.98551,2.0828,40.38146899,11.70392608,21.12885135,12.23633137,12.09322288,7.316718892
44.63993,6.40666,23.0577,6.85523,7.25169,1.41518,38.6235325,10.31518881,19.14507141,13.01424697,11.36859557,5.92965729
53.13,7.53827,1.6425,12.7997,13.60641,1.07797,40.43899557,9.907391381,16.30637133,15.84688882,11.36859557,6.20726832
63.9654,8.54358,12.24912,7.72808,17.43878,2.19977,44.24666291,11.34272265,16.29714678,18.95863311,12.59372083,7.626314127
73.66613,9.62139,15.502,22.23766,24.10385,1.61731,51.86524553,10.08488182,16.10945948,25.0942908,13.03865579,10.71078616
41.66943,7.32719,17.311,39.1298,22.61095,1.55248,53.07974458,10.86320083,16.82758502,31.97881952,14.35324781,11.75603006
68.81273,10.63514,3.64184,51.88441,23.03815,6.3032,62.60011749,10.89645202,16.49343889,35.1608453,14.44071306,13.34797736
76.89313,8.01911,3.06794,49.15921,24.34987,11.9934,70.55033105,12.2578797,19.36046341,35.13351437,19.92693701,18.79675106
92.45005,14.09497,36.6896,25.01135,15.9974,9.69659,80.63742721,15.23051167,37.43493228,25.69859152,20.2560393,9.310963909
82.68087,17.12568,31.53922,13.41553,8.31623,4.0491,67.45124114,13.05029589,28.21590341,19.41363705,14.3022181,11.27868883
55.88868,22.54031,38.65343,15.46418,21.82573,5.40582,66.16857635,13.05029589,30.77193117,18.95404387,18.20991325,8.375591019
56.79845,16.14313,31.98318,13.73579,10.44569,2.2722,73.1336118,14.72848507,35.30294903,23.2887419,19.56463855,8.725399188
66.16765,7.39238,29.21268,17.50448,45.3246,2.85196,74.69208527,15.15996455,38.07408005,26.52866985,30.75904621,11.07994263
69.5479,22.28161,28.55266,11.95023,17.84614,11.78141,68.30325899,19.08004487,39.09214366,19.21129817,20.2747393,11.90186349
77.0938,27.122127,48.36266,12.02411,13.52793,8.2364,70.0293017,18.76627619,41.2763415,20.05993276,19.76597386,10.92063856
64.83187,21.65432,51.59951,20.36925,13.35358,3.54123,73.91618443,19.37047468,42.15705434,21.67174662,18.5541506,10.79494918
68.8754,13.19985,55.42316,13.93582,22.99706,2.53628,68.94604721,15.6860184,38.39391023,17.20671745,18.54839226,10.33507384
67.99437,13.30524,62.07819,14.88861,12.71808,4.07186,69.1481124,17.56994498,42.40840653,16.64431138,18.34028578,14.58206989
80.62907,13.94611,52.81454,7.94758,9.3419,7.31281,75.09871974,16.64069581,38.96786936,21.23027038,18.41620946,18.84830821
77.5352,13.08752,56.17731,35.80014,18.253,8.26901,75.92152998,19.08058232,39.88032288,32.6998818,24.5983327,20.55612119
29.8998,18.80102,20.25402,7.32935,31.46,5.50853,34.32785439,12.08268617,24.72314883,13.88506935,14.08509758,8.74699236
21.7948,8.7135,16.09264,6.60838,18.375,1.48026,20.37992514,8.177493737,16.80273395,11.26469784,9.558693829,6.34027649
20.5754,5.61188,10.5736,3.24978,10.865,0.74866,11.7410454,7.33445335,9.824640017,7.270799539,7.199293774,5.459776896
18.43973,4.16904,11.4,2.166,12.255,0.60537,13.82129167,7.840199415,8.401959395,8.568164386,7.969544945,5.688978236
18.43667,5.10814,9.6,1.824,10.32,0.5561,12.216952,6.995796021,9.130686618,6.703944399,6.692391204,3.526515219
24.13367,5.64028,16.75,2.546,11.725,0.67146,19.06250759,7.902224745,13.78789629,9.930316668,8.223958162,6.183184098
22.52063,5.79656,14.72,2.432,10.176,1.40026,18.33585515,7.902224745,14.05775167,8.932427383,7.970922012,6.34027649
23.9453,5.85974,11.8,2.242,10.325,0.4503,15.6737318,7.33445335,10.99836773,9.436953876,7.195686773,6.241536344
33.73327,7.54592,16.94,2.926,9.92132,4.1169,20.70196816,8.215153172,15.05783238,9.738653203,7.976897852,6.966111643
40.04307,8.95368,11.124,20.6,7.35157,20.295,28.62517475,10.26507831,13.2749567,16.67594269,10.14147046,11.07279201
51.78253,11.67667,21.168,27.44,9.8995,51.94,56.51226017,14.1587905,23.6700976,28.21554262,13.51555948,29.16079415
48.49943,7.93681,15.06823,30,8.66435,43,66.36524191,14.88397294,23.03285858,30.73710469,13.69869643,29.61803937
50.59847,7.66972,6.96939,31,8.7515,37.975,43.45237662,9.062786885,20.73559145,27.38000846,12.9516008,25.032496
53.2496,8.52862,10.08,33.6,9.912,41.16,43.81269238,12.118255,22.85473215,28.65011405,12.9516008,25.29551992
