S1,S2,S3,S4,S5,S6,S9,S10,S11,S12,S13,S14
4.72336,27.18480229,2.943944633,19.38435,5.19236,1.83046,5.887395088,27.18311366,4.052522955,12.79718072,5.605321836,3.436263959
4.58092,26.98878025,2.812126216,24.29007,5.39971,2.67728,5.734933159,26.94515906,4.052522955,13.05971542,6.138994558,3.436263959
6.28881,40.28753659,3.866673547,30.27029,5.53061,3.17773,7.68496569,34.41411316,4.129413393,19.42030271,7.233145834,5.423812433
7.17484,36.70306985,3.646976187,23.21614,6.02728,1.59717,7.010739942,33.17877787,3.603666267,18.89699234,7.259752359,4.718313452
7.98074,36.02752394,3.910613019,18.96227,5.99012,4.69534,7.702275935,34.02139752,3.581682057,18.66550183,7.35599219,4.581204096
8.19736,30.68844598,8.31725,16.43045,9.49266,7.1319,8.828013254,35.21623717,4.162360665,19.00411119,9.38075614,8.143871283
4.59069,20.6195,2.4145,9.35,5.9895,3.201,5.046888022,22.66914944,2.680320498,9.261483233,6.676237662,3.215104535
3.74278,15.45224717,1.537881524,5.3168,6.23345,2.208,3.858083971,14.905719,1.64418698,6.849506169,4.346404672,1.936382715
2.88382,10.64037839,1.186365747,3.26831,4.44628,1.301487757,2.858716709,12.43208619,1.984054951,5.523575828,3.501604326,1.573903633
3.86041,14.48850982,0.19464,3.54952,5.23469,1.638910508,3.239497109,15.12361932,2.707456142,4.179074975,4.473539334,1.71664283
6.65897,28.18341494,1.5299,10.26288,11.40139,3.181414516,7.289136044,27.11940272,5.016580552,10.48551973,9.081742351,4.362849822
5.29477,23.60980473,2.19499,7.42074,9.86929,2.458365762,5.073902649,19.5853336,4.311960342,7.806916713,7.681121416,2.845716509
3.86619,21.01224,2.92231,1.40782,7.61924,1.831723509,4.059284102,15.94402328,3.448043055,4.450898738,5.859661951,2.24963765
3.11368,16.01809982,3.78338,2.0412,6.37499,1.638910508,3.239497109,15.12361932,2.599318493,4.16769944,5.086881672,1.682618936
3.03837,13.83092308,2.871,2.66145,6.20367,1.976,2.858716709,12.83193713,2.522674462,3.451494247,3.937844174,1.53987974
2.83435,12.21730982,3.366,2.82025,8.29217,1.638910508,3.32951558,15.22621846,2.570701706,3.878575421,5.391591985,1.628637487
4.24367,18.80751921,4.669699941,2.69956,9.08286,1.831723509,3.842644661,15.94402328,3.59758408,4.568973507,5.967846055,1.961849978
4.95822,17.21,4.356,3.48,3.96,1.374,4.080430054,18.32129199,3.888593964,4.818253301,6.151363168,1.907868529
3.08869,9.742453081,1.874244692,0.9916,7.60348,2.126,2.94873518,12.05883333,2.769954736,3.295565601,5.688885716,1.51354221
3.69589,12.07467717,3.537881524,1.34647,7.07544,1.687113759,3.731463002,14.97453952,2.846598767,4.534891749,5.849993993,1.51354221
3.24555,11.14411043,2.318184164,1.60117,7.26937,1.446097507,3.148893807,11.90975353,2.494057676,4.416004677,5.340684348,1.51354221
4.07478,14.52681921,2.669699941,1.97007,7.93596,1.831723509,3.932663132,15.79494348,3.111804133,4.902615856,5.869498039,1.792773251
8.98752,14.714,2.8461,2.63,5.56,5.2,5.216014177,15.79494348,3.535897707,4.79031213,6.041345352,2.426449475
5.96975,23.05,3.6437,14.11,4.285,1.51,6.783697765,33.88248799,4.587133776,16.56254012,6.165299658,3.155958048
3.24032,9.42,1.0975,4.25,2.7225,1.796,2.94873518,11.64263056,2.055087298,5.193001715,3.579604746,1.310794272
2.52427,11.03455634,0.0971,1.27032,3.92134,1.156878006,2.70436802,11.80816605,1.90265465,5.520178954,3.579604746,1.225849641
8.3927,27.76,3.9071,15.13,2.88,1.65,7.378617793,34.24262266,4.933189946,16.88241066,5.823427474,3.036210461
8.00236,25.98,3.1608,12.24,2.78,1.49,5.662403606,26.49315751,4.587133776,11.8780832,6.615938569,3.267187232
6.90858,20.9388,2.2389,8.67,3.2,2.7,4.981988505,18.41898759,3.002423091,8.34792555,5.525525126,2.488665796
4.48962,20.749,1.7999,2.45,3.18,0.70037,4.608680357,15.95856794,2.607673499,6.466728715,4.943264796,2.04653703
4.68967,21.4648433,1.933336774,4.64986,5.65743,2.120943011,5.061975308,16.99681218,1.979174459,6.53505168,4.943264796,2.04653703
5.44464,23.08740412,1.61147,5.39278,6.27595,2.651178763,5.811793836,22.25243183,2.65315248,8.892861321,6.077686242,3.100009258
5.04579,24.74498412,2.416670967,12.10317,6.57473,2.651178763,5.519469969,22.25243183,2.65315248,9.240601482,5.61801204,3.100009258
5.8452,30.9093729,2.768186744,14.99825,7.11576,3.036804765,5.988275093,24.13458174,2.665239912,12.20420868,6.373709824,3.503761068
6.43259,34.39925433,3.075763049,16.51829,7.44282,3.374227517,5.801232414,27.24523566,3.128818386,13.16367827,7.35599219,3.503761068
6.45282,32.35517311,3.3372,13.82566,7.81063,3.759853519,6.783697765,30.17116015,3.569290752,14.81314011,7.412037586,3.78158487
5.86333,25.97333964,2.987884105,9.69984,7.24456,4.776,6.436791344,25.63956654,4.69160068,12.33845769,7.759997654,3.267187232
3.57538,15.09966656,1.713639413,5.66857,6.28978,1.879926759,4.392040916,15.07098098,3.024185501,6.155010764,4.722454306,1.792773251
5.30135,10.15788416,1.318184164,6.70822,3.268323061,1.446097507,3.36776732,12.06275983,2.462332601,4.946322553,4.478613045,1.450352126
3.68858,14.7948339,3.96,2.51113,5.18974,1.92813001,3.932663132,15.79494348,3.431430803,5.130921826,5.204384699,1.729583168
3.22375,14.03027778,5.20242,2.21428,5.41927,1.494300758,3.148893807,13.08895085,2.462332601,4.777899161,4.76175202,1.424784462
3.33043,14.845,4.0473,3.59,2.22,1.534,2.94873518,12.3469912,2.494057676,3.771855068,4.126016433,1.270514928
3.65627,13.936,1.317,5.1,2.956,1.711,3.148893807,12.12186947,2.494057676,4.089814233,4.812659657,1.450352126
2.88314,11.81246043,2.97,2.43973,5.79918,1.446097507,3.608271591,9.419974344,2.386245438,4.676136342,4.835590826,1.450352126
3.96809,16.65,1.8438,7.14,4.19,1.62,4.539807838,14.41651812,3.355343641,5.191946114,6.227225145,1.792773251
3.44999,15.40075125,3.801518357,1.80975,7.69087,1.97633326,4.149302573,13.27416971,3.387068716,4.470363483,6.394679093,2.04653703
3.7191,18.35616269,2.109094662,2.66032,10.3466,3.842,4.297069495,15.79968607,3.609906642,5.024698487,6.855782439,2.296727336
4.51684,22.68605463,2.943944633,10.8893,7.299254836,3.229617766,5.203025822,23.86120699,4.559180346,7.922456857,9.45037978,3.267187232
5.05627,27.3395729,6.237,5.25217,9.10337,3.036804765,4.960545422,22.66474365,4.488147998,8.258609337,7.939889796,3.436263959
5.77494,28.53217699,3.031823577,17.36112,8.78734,3.326024267,5.887395088,25.08175352,4.380975054,15.18494471,10.47997924,4.115270502
4.37231,15.91406519,2.06515519,15.12895,5.120372796,2.265552761,4.207051024,15.79981929,3.150062228,9.112899577,6.585842173,2.895182049
3.21209,15.612,1.4926,5.78,3.47,1.9788,3.20106819,13.00919941,1.657947794,6.787239768,3.363172968,2.123035887
4.96969,15.5,1.9755,7.65,3.49,3.55,4.168622105,15.78305473,2.406245397,7.993968565,4.043407258,2.779874349
3.58036,16.4,1.4487,5.61,4.98,2.345,3.20106819,14.34473114,1.23996304,6.692272744,3.489889174,2.255207897
3.80468,9.81931469,1.274244692,6.54478,3.159378959,1.397894257,2.82028779,12.04028696,1.013401979,6.053952758,3.489889174,2.457389765
3.59565,12.3801,0.27,3.23,3.1581,1.69,2.82028779,12.04028696,0.865397649,6.053952758,3.150742419,2.457389765
2.90155,10.74801778,1.362123636,3.58442,5.41684,0.81246,3.237085857,10.71646747,0.708376087,6.494776247,3.461706287,3.091065989
4.58686,22.06952738,4.95,3.89681,5.96919,2.05586,4.460945972,15.83093189,1.8659367,8.695965195,4.573914141,4.035551743
5.44007,21.04,2.7657,10.71,4.655,2.722,5.69650424,20.52150352,2.570556909,13.50857174,5.210146056,4.950694889
5.74978,16.75,2.9413,11.39,3.98,4.8,5.848966169,25.52172878,3.912485814,12.57751294,5.735710721,4.748513021
6.22131,16.25273466,2.109094662,7.05739,5.229316898,2.313756012,3.951982664,17.76943547,3.688100658,6.236948929,4.705921248,2.845282804
5.47575,24.02854942,3.328792023,1.72709,5.28527,2.554772263,4.293866923,20.81840828,4.287888743,6.823964675,4.60567675,2.963096518
5.44666,19.62,2.2828,8.84,3.04,1.684,4.226063109,18.97596848,4.028592392,6.823964675,4.415062276,2.776300877
5.50221,26.4,2.3267,9.01,2.34,1.74,4.332295842,19.9447122,4.287888743,6.823964675,4.415062276,2.828213911
5.81237,15.92,2.2828,8.84,1.88,1.564,4.226063109,18.97596848,4.028592392,6.823964675,4.415062276,2.64141827
0.02308,15.23692624,1.00261,4.71281,2.09782,2.169146261,3.990411583,15.76857358,3.491772665,5.306105272,3.829193806,1.910929241
5.97895,17.55,2.195,8.5,2.63,1.572,3.990411583,16.95144531,3.886522257,6.570591961,4.263428994,2.246064178
5.40811,18.1455,1.9755,7.65,2.205,1.828,3.990411583,15.94635883,3.599910315,5.317480807,4.019235376,1.932683788
5.22362,17.16,1.756,6.8,1.96,1.128,3.842644661,13.56909013,3.599910315,4.515030481,4.019235376,2.163544136
3.58093,19.54024064,3.40153,5.18678,5.91926,2.169146261,3.951982664,16.51658323,3.230002701,6.259917381,4.019235376,2.526110571
3.68141,37.42642724,3.559097242,4.02446,8.824472265,2.3456,5.288458708,33.41835943,4.213794007,17.19111372,5.812664586,3.889295367
6.47466,31.92478659,3.866673547,34.25817,6.24085,4.241886021,7.577504416,34.30629722,3.68792537,20.91953488,7.441153581,5.38359684
8.43745,41.51811802,4.174249852,32.16351,8.0587,2.5763,7.577504416,38.4417006,4.374091778,21.70833946,8.163770306,5.897474465
7.15408,35.23605863,3.998491964,36.62415,8.04318,2.72178,7.646536771,35.20371929,3.434893152,21.57790325,10.48189184,7.867282035
9.04375,40.08786985,3.646976187,20.02611,7.70977,6.18228,6.951324907,31.45990506,3.584856746,19.17129278,9.632935675,7.842969096
8.15604,38.46844598,4.042431436,9.10652,10.02285739,4.434699022,8.338968589,31.33360017,3.405960511,17.57903262,12.08930084,14.32830112
8.97049,29.11937459,3.778794603,12.06978,9.369192775,4.145479521,8.338968589,30.29636137,3.587512694,15.85138629,11.38948299,14.18424059
6.1271,23.2274,2.7218,8.34,8.94,16.3,7.162561107,20.75398065,2.98209767,12.82717017,8.511161376,7.954198281
6.46806,17.94,2.7657,9.34,4.72,12.28,6.848478848,21.56980308,2.656285347,12.67644252,8.609857004,4.679531095
6.26867,38.44223565,3.690915659,2.06666,9.151304571,4.04907302,7.961837297,31.62726337,2.956357706,15.94332022,10.7332124,11.01380052
9.09288,31.46,4.4339,17.17,9.9,16.23,8.709926008,34.94587105,6.511257528,15.75303066,12.401823,11.46312747
7.88374,42.50536932,4.218189324,8.117,10.4586338,4.627512023,8.491904306,36.31490699,7.370848222,9.173477455,11.15401972,6.895535628
7.91505,19.04,10.9427,9.45,6.13,13.99,6.219923589,24.55862759,5.404071863,7.794039271,8.975811937,3.470287852
8.2827,23.64,3.7754,14.62,5.94,5.0052,6.332657104,31.25189714,4.858955289,13.88858297,4.853599149,4.518483431
10.01018,24.48,3.9949,15.47,4.709,5.2962,6.332657104,33.87311516,4.84551635,14.09468835,4.8807396,5.244018524
8.38794,30.56,3.3803,13.09,5.79,4.4814,5.288458708,27.93320137,4.914859761,9.654237264,5.113313242,4.000524552
7.93041,29.855,3.2486,12.58,5.81,1.725,4.782254565,26.51979948,4.914859761,9.654237264,4.941465929,3.620612106
9.35759,42.9,4.3431,11.73,4.16,2.499,4.782254565,27.34579455,4.914859761,8.643156188,4.941465929,3.417403559
6.75415,35.965,3.1608,12.24,4.89,2.133,4.782254565,26.60852051,4.938917929,8.643156188,4.5915867,4.039250343
7.63197,34.77,3.6876,14.28,6.69,3.201,5.288458708,32.68967122,4.938917929,13.2169762,5.113313242,4.160459161
8.10213,35.63,4.4778,17.34,5.42,4.239,6.758058309,35.45973615,5.777657315,15.38282184,5.109840833,5.280644305
8.674,22.53,3.4242,13.26,5.3,3.513,6.062846445,27.13544245,4.569010315,9.647218408,4.943213463,4.271688346
7.93747,22.67,3.1608,12.24,6.5,3.519,5.423564964,24.94020607,4.486391728,9.473295272,4.917606257,4.271688346
7.11329,21.16,2.9413,15.78,8.13,3.96,5.423564964,24.34022015,4.022813254,11.92081957,4.917606257,4.069506478
10.95143,16.1499372,3.690915659,14.28787893,3.23683,6.663,6.062846445,28.72902094,4.169782776,17.60225267,4.307017351,3.958277294
7.29309,20.61,1.8438,7.14,5.38,2.4444,4.168622105,15.93997363,2.688109816,7.301603292,3.644432019,2.642846822
4.61739,19.51,1.4487,5.61,2.46,1.9206,3.20106819,13.80433121,1.795655644,6.365095506,3.220674726,2.185199291
2.48091,9.74,0.7902,2.06,2.96,1.0476,2.374767957,7.666633328,1.566578965,5.214973563,2.356966315,1.773198311
3.76455,7.977098385,1.186365747,4.592532512,2.08574,1.68379,2.82028779,10.32443512,1.302499612,5.985629793,2.750038718,2.185199291
4.35083,16.965,1.4487,5.61,1.62,2.11,3.417707631,12.28072581,1.878274232,6.296772541,3.520388517,2.508971675
6.39466,17.29,2.3267,9.01,2.16,3.53,4.510506364,19.09016186,4.153241161,6.646844856,4.312923712,3.982757383
4.47347,19.0794,2.0194,7.82,2.84,1.81,4.168622105,14.84266022,3.465262733,5.844021238,3.87756123,4.007710514
3.24653,14.2275,1.0975,4.25,1.21,0.479,2.82028779,9.760591025,2.49616453,3.67392941,2.597024801,1.994842482
2.34359,13.1536,1.0536,4.08,0.77,0.66,2.57592063,10.06493775,2.343731881,3.67392941,3.112225035,1.994842482
3.12407,12.4966,1.0536,4.08,0.8,0.76,2.57592063,9.887152498,2.343731881,3.687203654,2.913459438,1.843344685
2.11952,10.374429,2.7577,2.23073,2.5749,1.108674756,2.57592063,9.085116683,2.343731881,3.67392941,2.58099616,1.686583161
3.22405,10.84367,2.63576,0.83303,2.74445,1.349691007,2.82028779,10.33822721,2.49616453,3.67392941,3.001023781,2.184555152
5.1032,12.47,1.1853,4.59,1.81,0.85,2.82028779,10.0375712,2.49616453,3.687203654,2.771177302,1.88652004
4.26573,11.1,1.4926,5.78,2.49,1.227,3.20106819,12.13698034,2.57280856,4.278098222,2.846429552,1.88652004
5.0498,12.97,2.673,2.34,2.9403,0.78,2.82028779,9.760591025,2.49616453,3.67392941,2.597024801,2.184555152
4.85366,15.35,1.7999,6.97,2.577,1.27,3.804215742,13.50617973,3.465262733,4.815778306,3.26925008,2.653361252
6.19169,21.97,2.8974,13.45,2.28,4.527,5.074578432,25.46790739,4.392720867,8.268765564,3.813670333,4.886096764
4.17,15.855,1.5365,5.95,2.43,1.302,3.603015612,14.57100351,2.57280856,4.614053728,3.144608715,2.172030619
3.69771,12.355,1.7121,6.63,2.266,1.635,3.804215742,15.07997998,3.465262733,4.614053728,3.663819688,2.653361252
3.17427,6.371667776,1.362123636,5.272907699,2.6364,3.081,3.020446417,12.37398735,2.49616453,4.312249396,3.676010964,2.860049411
4.08382,9.12,1.6682,6.46,2.13,3.204,3.804215742,15.07997998,3.145636062,4.614053728,3.839099943,3.367575035
7.77703,13.61733,2.460610439,9.525252618,3.11583,5.631,4.413153195,22.31318156,3.783333547,7.575526522,4.305773503,4.173147211
4.67184,12.84984,2.0633,7.99,2.237,2.7354,6.054779816,15.2556207,3.177382106,6.770206389,4.053538687,5.789923248
3.61554,10.816,1.7999,6.97,3.09,2.3862,4.31317905,13.4345028,2.688109816,6.904941703,4.009600422,3.925683882
3.21173,9.774,1.7121,6.63,3.2,5.59,4.31317905,12.71453978,2.688109816,6.782743792,3.47687104,3.925683882
3.10268,15.294,1.7121,3.45,2.25,6.03,4.662165582,12.71453978,2.770728404,7.10992103,3.519727966,3.659660796
3.08335,10.976,1.7999,6.97,2.56,3.76,6.695505269,9.362880353,1.991606274,7.297116997,3.92041377,8.693928278
3.44791,12.52,2.195,8.5,2.445,4.92,6.682572818,12.6748418,1.725125761,8.390517139,5.99076209,11.12727629
4.29682,9.964024728,2.240913079,8.674783634,3.65131,5.82887,6.280321042,14.25378446,2.770136803,9.307711069,4.067624949,5.665007055
5.60035,14.22,3.073,11.9,2.23,12.59,7.211854747,19.56985246,4.715488403,7.33089297,5.95290232,10.90704112
4.36023,17.52,2.2389,8.67,2.43,0.8,5.460874935,15.88451182,3.688100658,5.632883025,4.234388779,4.175874188
3.8176,21.94,1.8438,5.24,2.36,0.97,4.460945972,14.61435517,3.465262733,4.815778306,3.3989493,3.378446931
3.32391,10.71,1.4926,5.78,2.255,1.12,3.20106819,12.24659015,2.57280856,4.209775257,2.846429552,2.264104265
3.44378,11.76,5.6962,3.45,2.287,1.25,3.804215742,12.52726157,3.145636062,4.614053728,3.009518531,2.576148843
2.87952,13.58,3.267,2.34,2.26,0.95,3.20106819,12.24659015,2.57280856,4.312249396,2.846429552,2.184555152
2.46198,13.549849,4.010607859,0.83965,2.60319,0.56072,2.57592063,9.777542683,2.343731881,3.67392941,2.541445387,1.845968465
2.37238,8.13,1.0536,4.08,2.7,0.8,2.57592063,10.12330507,2.426350469,3.618880689,2.796784507,1.617258257
2.78566,9.62,1.317,5.1,1.62,1.468,3.020446417,9.681428795,2.578783117,4.223599067,2.971191145,1.955844945
2.80857,11.38,4.0473,2.59,1.56,0.967,2.82028779,9.281577858,2.578783117,3.150116921,2.721786394,2.363789604
3.0004,14.78,3.366,2.76,2.22,1.28,3.20106819,10.87817866,2.655427148,3.754285732,2.971191145,6.612379633
4.11587,15.6,1.9755,7.65,2.2,1.05,3.951982664,13.76442383,3.54788132,4.555699875,3.239417443,2.390400672
3.72282,20.39619738,2.196973606,6.57728,3.15334,4.94994,3.951982664,15.27761372,3.770719246,5.316860091,4.360098387,3.542197964
6.4093,32.69404,6.82583,3.06211,6.36256,5.85517,6.062846445,31.2555947,4.938917929,8.162625172,7.011836407,4.655192454
4.98622,20.48301,0.60102,6.81299,5.30447,2.02453651,4.284511165,14.0135721,3.28244061,5.304153223,6.77698168,3.458083823
4.30681,17.34297717,1.537881524,7.22992,5.25087,1.687113759,3.935544112,10.81589944,1.878274232,6.641616231,6.454831024,2.802700383
7.52509,34.77977,6.17723,1.91638,10.73108,4.00086977,7.079772297,31.97808679,5.451542239,11.55739211,8.747005718,5.374483293
6.00989,27.91317,6.47325,2.40425,9.29006,3.615243768,6.796859666,29.12672859,5.302001214,8.191727497,8.381875626,4.34463026
4.42954,29.52,9.1439,7.89,5.54,1.416,5.82495163,22.64579494,4.780726884,6.541969083,6.764000749,3.267187232
3.62478,13.16842982,0.59446,7.44056,6.75136,3.45026,3.32951558,14.56263147,2.570701706,4.033154986,5.239166899,1.628637487
2.65626,11.13063043,0.02449,7.03972,4.29497,1.712,3.058875336,11.49784547,2.522674462,4.201850614,4.804509243,1.682618936
3.13785,10.08702308,0.23224,3.88606,4.39019,1.59371,2.858716709,12.05883333,2.630812112,3.609854229,4.808505074,2.111996922
5.3969,13.30244982,1.493942052,3.18846,3.78363,1.638910508,3.417707631,15.24292029,2.707456142,4.126318767,5.243789995,2.186225971
3.49492,10.43165573,1.23030522,2.15095,3.24906,1.349691007,2.82028779,12.17813429,2.630812112,3.574906163,4.246311389,2.186225971
1.67935,4.804277562,0.703031554,2.77542,2.74835,0.771252004,2.374767957,9.087747033,2.434368232,2.864932972,2.735094509,1.571016444
2.84946,8.186642257,0.790910498,1.34484,2.3447,0.867658504,2.374767957,9.51426893,2.064460618,3.5530179,2.735094509,1.50169154
2.00984,5.510405519,0.571213138,1.67977,2.01635,0.53064,2.374767957,8.020767016,2.064460618,3.713952219,2.735094509,1.843206917
2.17286,3.84,0.7463,4.56,2.705,0.55,2.374767957,8.312661666,1.657215316,5.123334038,2.644360236,1.843206917
1.54818,4.293165519,0.571213138,2.44763,2.31462,0.38836,2.374767957,8.020767016,1.701226547,4.794378997,2.473974606,1.853774104
2.26071,6.26728,0.746971026,4.20095,2.61547,0.51317,2.374767957,8.312661666,1.701226547,5.214973563,2.473974606,1.774224991
1.70187,8.38224,1.010607859,8.29775,3.02891,3.25114,2.57592063,10.35038936,1.284714545,6.511498249,3.629299684,1.916964188
2.26393,14.85471469,1.274244692,5.58421,3.56558,3.79095,4.103638835,11.15480251,1.608471781,8.072921566,4.981949232,2.819902195
3.09831,24.87026519,2.40352,8.0079,5.52181,5.58988,6.054779816,16.13676621,3.706848555,8.47470834,6.559522288,5.393843261
2.03298,8.9968,3.98417,2.40871,3.48017,1.46675,2.57592063,10.2370575,2.478379463,3.687203654,3.162457571,1.853774104
2.79323,13.0597,9.19679,2.42336,4.55639,1.51344,3.20106819,15.11782226,2.707456142,4.291372466,4.473539334,2.186225971
2.93916,11.78416451,3.0458,5.88442,5.67199,1.735317009,3.641444531,15.12361932,3.110909799,4.574571764,5.561781307,2.111996922
3.70522,15.0387233,0.60416,6.64807,6.75998,2.120943011,4.207051024,18.32129199,3.767669725,4.652623316,5.686422673,2.24963765
3.59596,14.02988125,0.76157,5.86019,6.99249,1.97633326,4.059284102,16.18416833,3.767669725,4.460230031,5.964799271,2.161632307
5.55119,14.63035451,5.23163,2.32648,6.07185,1.735317009,3.731463002,13.31891056,2.974155363,4.258505453,5.958152473,1.51354221
4.07856,14.5950986,5.4558,3.47611,6.38336,2.02453651,4.080430054,15.79727903,3.739052939,4.460230031,6.082793838,1.792773251
3.61879,14.7262186,6.2958,5.06327,7.22686,2.02453651,4.539807838,14.41651812,3.459810545,4.600855308,7.016902391,1.792773251
3.00856,12.9226939,1.757578885,7.72621,6.27694,1.92813001,4.392040916,12.03924941,3.459810545,4.39913073,7.016902391,1.792773251
5.92241,25.6705,9.4437,6.8547,10.52218,3.036804765,5.509941677,21.41749415,4.708721371,7.715721742,10.86338602,3.267187232
6.32011,26.78028433,7.74679,12.06134,12.76866,3.374227517,6.436791344,23.79320588,5.008793729,8.658897642,12.47256931,3.267187232
6.14953,29.37268699,15.72845,4.97953,11.59988,3.326024267,6.436791344,23.22017858,4.615513517,12.377661,11.39450612,3.946193775
5.87888,29.04977903,18.62182,6.78183,13.12366,3.470634017,5.977413559,25.36954368,4.615513517,12.70483824,12.09432397,3.267187232
6.20293,27.91349494,0.73952,8.49163,11.74151,3.181414516,5.977413559,24.5035623,3.658124156,12.50756743,11.95291345,3.267187232
6.77825,30.10186433,3.075763049,12.28979,12.63912,3.374227517,5.977413559,25.29583978,3.329697475,13.94737796,11.7463639,3.78158487
12.47359,49.20407863,2.87492,8.94749,15.18278,4.386495772,7.815831237,35.20146335,3.271056432,18.66714026,11.7392794,4.495904864
7.77045,37.35299577,3.383339354,16.68181,13.37825,3.711650269,7.499340449,28.59657693,3.102973107,17.54668062,12.27317673,4.750280822
6.25111,29.34120699,3.031823577,20.68292,12.51007,3.326024267,7.285460173,24.747101,3.102973107,16.4045836,12.00848615,4.784304716
8.86395,36.41137577,3.383339354,16.87404,12.02612,3.711650269,9.04081815,26.74442851,3.680205562,17.45531702,12.1769933,6.319255856
7.24081,30.24633903,3.163641993,17.51031,10.33477,3.470634017,8.826937874,24.29362525,3.680205562,17.35407564,12.00848615,6.237248652
7.58724,28.52307311,3.427278826,25.73861,10.31555,3.759853519,8.226818113,27.28662055,3.680205562,18.69112287,12.10466958,5.89136304
7.16862,24.25224781,3.51515777,18.48466,11.80051,13.18708,9.053193793,27.84532072,4.112736291,20.63490021,13.21522522,10.37632023
7.92279,23.36077985,3.646976187,17.99599,13.23232,16.01328,8.755056082,29.11900555,4.399070277,19.95679713,13.21522522,11.18207662
6.81909,23.80941,3.29546041,18.34947,11.9962,9.32648,8.830613745,25.321277,4.886526277,16.40183439,13.23306878,7.932313649
5.1646,17.38538147,2.460610439,13.20078,9.5491,2.57546,5.734933159,21.71718776,4.474296479,9.173968986,11.57581342,3.032512149
3.96803,13.63074921,1.669699941,7.22714,7.06989,1.831723509,3.842644661,13.39130488,3.145238689,4.834292891,6.648674343,1.961849978
4.18302,15.67249799,6.8954,5.31736,6.75696,2.217349511,4.297069495,15.76857358,3.535897707,5.74702953,7.674577691,2.411822613
3.07388,11.90050247,1.45000258,4.73111,5.18194,1.590707258,3.32951558,11.83798826,2.462889469,4.626024874,6.143364748,1.51354221
3.34533,11.26248,4.5465,2.83378,5.46296,1.687113759,4.190840786,11.9059652,2.567356372,4.906670215,6.806323382,1.51354221
3.52888,14.3292386,2.97337,4.43853,6.94567,2.02453651,4.756447279,14.89553128,3.60935157,5.181470432,7.036940146,2.04653703
5.54827,24.6791182,2.39661,9.23719,11.25422,2.940398265,5.509941677,20.80789195,4.487519399,9.098788732,11.94736432,3.267187232
5.08752,21.98924881,0.45769,9.24943,10.61189,2.747585264,5.509941677,20.80789195,4.651025515,8.575599751,11.09922619,2.863435422
4.82487,20.07698616,0.63458,8.1693,10.1606,2.795788514,5.21761781,20.54732414,4.651025515,8.010819149,10.42959727,2.483522977
4.43095,13.98551534,7.52098,4.48475,13.89513,2.265552761,5.048771146,15.26863846,4.035344727,7.045822971,9.884530751,2.676639782
4.68197,22.433,11.16508,10.57378,12.42177,2.747585264,5.618423938,20.80789195,4.727112677,8.753794254,11.09922619,2.863435422
4.35316,23.02621,2.724247272,21.75706,12.81053,2.988601515,5.82495163,23.17645912,4.228022206,12.51055328,12.0339147,3.78158487
5.53824,29.09773,3.471218298,27.46381,13.21144,3.808056769,8.18543872,30.95995107,4.69160068,18.55876062,12.86504824,4.159749202
4.25582,22.90894,2.724247272,14.45657,9.39293,2.988601515,5.399550425,23.33012012,4.150723321,13.13824278,11.12225234,3.267187232
4.16719,19.54927208,2.284852551,10.75516,8.27594,2.506569013,4.825044888,19.43086297,3.235435261,9.944577712,9.655635506,2.676639782
5.25761,30.41651,2.812126216,15.00081,8.97413,3.085008016,5.82495163,25.17054053,3.105712279,13.63763684,10.11157341,3.267187232
4.32986,22.71960351,2.592428856,16.52757,8.61265,2.843991764,5.050563893,22.22604277,3.048016422,13.00568605,9.879876065,2.863435422
4.26146,22.62424942,2.328792023,16.79312,8.36851,2.554772263,4.92760175,20.39960669,2.680320498,9.944577712,9.498688189,3.100009258
3.19195,17.66952,2.109094662,15.672,7.61845,2.313756012,4.450771301,16.90749425,2.198960349,9.357561966,9.350155879,2.913213618
3.46677,20.58498534,2.06515519,14.80846,9.08871,2.265552761,4.799757833,16.50894947,2.198960349,9.500568857,10.24258201,2.913213618
4.47203,25.6261129,2.768186744,18.8902,10.32781,3.036804765,5.821275759,23.80713237,2.919800204,13.13824278,11.52330078,3.618856345
4.0002,21.29580903,5.3207,22.71153,13.28061,4.9443,7.444510999,24.29362525,3.383378678,15.9052489,11.66437272,5.837381591
4.25542,26.26420433,5.6796,17.70278,14.15265,4.87674,8.102956308,23.97076023,4.146523208,15.9052489,12.56627883,7.966861584
4.9979,19.22469964,18.79425,5.56537,14.8801,5.93858,7.922596985,23.11798206,5.248387007,10.15546232,12.46923015,5.485712478
4.2157,18.99292555,13.53187,4.41113,13.62544,6.80461,6.644397737,22.9979003,4.987963765,7.709195367,11.11668107,4.061289053
3.95516,15.58552616,8.6942,7.01255,14.32788,3.626,5.309531954,21.13023688,4.958884695,7.928832235,10.35260676,3.032512149
4.37369,16.48460208,7.7948,6.78597,10.5069,2.506569013,4.44270255,19.44020432,4.517804494,7.216020257,7.431412184,2.465804063
4.25512,15.45314738,7.495,6.05679,9.6381,2.410162512,4.297069495,17.34777124,4.283343556,6.850350052,9.27523348,2.296727336
4.40902,27.6,7.495,3.5,4.98,1.92,4.297069495,17.34777124,4.283343556,6.850350052,8.585577683,2.296727336
4.13203,26.434,4.158,4.2,4.47,2.12,4.080430054,15.61949378,3.888593964,4.818253301,7.085045392,1.792773251
3.90811,15.50969,6.57662,2.59917,7.24757,1.97633326,4.392040916,13.31939548,3.739052939,4.242115362,6.991295186,1.792773251
